xa1,xb1,y,Oct,Nov,Jun,Sep,Aug,Jul,Apr,Jan,May,Dec,Mar,Feb,Tue,Thu,Sat,Sun,Mon,Fri,Wed
1.016137,1.568387e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.000802,9.48012e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.00494,1.239749e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9890822,1.00219e+008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.000798,1.292936e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.003254,9.51722e+007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.00392,1.02415e+008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.004492,1.417997e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.023507,1.259181e+008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9921575,1.298337e+008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9976987,1.107283e+008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.012112,1.508122e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.004576,1.114553e+008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9873704,1.036403e+008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.014479,1.14793e+008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9995315,1.02343e+008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9959041,1.360095e+008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.016335,1.202507e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.016878,1.276324e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.020617,2.190589e+008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.9869919,1.482141e+008,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9991372,1.845131e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.000054,1.915267e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.986539,1.807883e+008,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9809498,1.395318e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.001568,2.050549e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.005995,1.825649e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9819778,1.360616e+008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9996386,2.105293e+008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.024377,1.437988e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.005209,1.856817e+008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9891168,1.410368e+008,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.013643,1.303717e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9848835,1.683196e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.020515,1.957729e+008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.005602,2.865478e+008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9871849,1.952444e+008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.001331,3.142402e+008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.9785339,2.407956e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.016417,2.211689e+008,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9750594,1.723305e+008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.008068,1.879413e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.00099,2.098172e+008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9890234,2.134361e+008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9760084,1.521126e+008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9873858,1.108458e+008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.001691,2.223535e+008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
