xa40,xb40,y,Nov,Jul,Mar,Aug,Oct,Apr,Jun,Feb,Sep,Jan,Dec,May,Sun,Tue,Fri,Wed,Sat,Thu,Mon
1,1.158737e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1.20107e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1.260634e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.280615e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.302668e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1.315997e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1.327794e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.345706e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.35217e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.380586e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1.38358e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1.387113e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1.379501e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.366538e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.355721e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1.339115e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1.369699e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.395951e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.435446e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1.424367e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.432068e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1.402763e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1.347267e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.279158e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1.222565e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1.195862e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.125428e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.048079e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,9.579561e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,8.731828e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
