xa60,xb60,y,Nov,Aug,Jul,Sep,Apr,Jan,Dec,Mar,Oct,Jun,May,Feb,Sat,Wed,Tue,Fri,Mon,Sun,Thu
1.009648,1.793318e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.008339,1.82243e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.9971487,1.833809e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.009391,1.836567e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.016163,1.876144e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.018526,1.878992e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.026422,1.888133e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.028801,1.892716e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.028345,1.896307e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.027083,1.900455e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.025553,1.888659e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.023779,1.898191e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.020631,1.902782e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.028243,1.927751e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.034144,1.945971e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.022134,1.978987e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.011404,2.03119e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.030143,2.037374e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.028197,2.043743e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.04579,2.047592e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.023197,2.046992e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.034345,2.054882e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.041081,2.048416e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.03809,2.067315e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.045291,2.060068e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.065189,2.049421e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.047149,2.029216e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.044122,2.00327e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.057237,1.981381e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.06913,1.949693e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.056195,1.969132e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.069969,1.985019e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.065282,2.013035e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.054231,1.991722e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.065286,1.985823e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.085035,1.944492e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.108826,1.876233e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.077023,1.786218e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.075231,1.714804e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.070003,1.669649e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.067252,1.580063e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.046086,1.484635e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.044328,1.380559e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.046487,1.27528e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
