xa250,xb250,y,Jun,Dec,Apr,Jul,Nov,Jan,Sep,Mar,Aug,Oct,May,Feb,Thu,Mon,Sat,Wed,Sun,Fri,Tue
1.006762,4.969268e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.004554,4.95927e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9998165,4.949458e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.003343,4.936738e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.005385,4.922293e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.004364,4.88624e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.999036,4.877358e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.9963922,4.867027e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9978035,4.877009e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.9983527,4.880133e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9888056,4.897432e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9899711,4.936589e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9889429,4.927822e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9901867,4.920491e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.9938661,4.912597e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9914018,4.896641e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9948539,4.887154e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.9934458,4.868675e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9935794,4.868207e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9956917,4.847247e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9993531,4.821678e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.004209,4.789228e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.002969,4.751266e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9975569,4.710222e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.9940586,4.662634e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9970014,4.666011e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9926104,4.666563e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9916955,4.678643e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9849988,4.642745e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9788712,4.624737e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9688352,4.567494e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.9657746,4.480923e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9640131,4.376715e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9700106,4.290363e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9705787,4.22795e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9562281,4.118464e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.9454681,4.003947e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9285881,3.884788e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9523899,3.75794e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
