xa120,xb120,y,Nov,Jul,Oct,Feb,Dec,Jun,Aug,Jan,Apr,May,Sep,Mar,Thu,Fri,Sat,Sun,Wed,Mon,Tue
1,3.095015e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.119858e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.164314e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.16306e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.161051e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.158139e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.148313e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3.146077e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.133393e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.138049e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.12108e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.1027e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.074909e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.042346e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.010532e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.970275e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2.981604e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.988659e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.009148e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2.980258e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.967837e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,2.916873e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2.837079e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.738688e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.65777e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2.60123e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.502459e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.397065e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.286639e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.169918e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
